,0
28351,Separating a pair some time before a show (killies are usually shown & judged & often sold as pairs) will encourage them to court and show their best colors.
28352,A separating pair before some time a ( show killies are usually shown & judged & often sold as pairs will ) encourage to them court and show best their colors .
28353,Separating some a pair before time show a ( usually killies are shown & judged often & sold as pairs ) will encourage to them court show and their best colors .
28354,They also start the day with no nicks or dings in their fins.
28355,They also start day the no with nicks or dings in their fins .
28356,Also they start day the no with nicks or in dings their fins .
28357,The water changes help with that too.
28358,Water the changes help with too that .
28359,Water the changes help with too that .
28360,You also may need to treat the incubation water.
28361,You may also need to the incubation treat water .
28362,Also you may need to treat incubation the . water
28363,The chlorine and ammonia (choramine) are not good for the eggs.
28364,The and chlorine ammonia ( choramine are ) good not for the . eggs
28365,The ammonia chlorine and ( choramine ) not are good for eggs the .
28366,Ironically sometimes it is wise to leave the newly picked eggs in fresh tap water with some chlorination to kill microscopic critters that ride in with the eggs.
28367,Ironically sometimes it is to wise leave the picked newly eggs in tap fresh water some chlorination with to microscopic kill critters that ride in the with . eggs
28368,Ironically it sometimes is wise to leave the newly picked in eggs tap fresh with water some chlorination to kill critters microscopic that ride with in the eggs .
28369,"THEN put the eggs in water treated a couple of days before with a water treatment and left open to ""breathe""."
28370,"put the THEN in eggs water treated a couple days before of a with water treatment and left open "" to breathe "" ."
28371,"THEN put the eggs in water a of treated couple days before with a treatment water and open left to "" breathe "" ."
28372,Leaving a jar with a dozen black worms in it will sate the adult's desire for snacks and they are more likely to leave fry or eggs alone.
28373,A jar leaving with a dozen black worms it in sate will the adult ' s desire for and snacks they are more likely to leave or fry alone eggs .
28374,A leaving jar with dozen a black worms in will it sate the adult s ' desire for and they snacks more are likely leave fry to or eggs alone .
28375,If a pair isn't leaving eggs... check the following:
28376,Pair if a isn ' t leaving eggs . . . the following check :
28377,A if isn pair ' t eggs leaving . . . the check following :
28378,1. Is a tank mate (such as another female killie or a Cory or large snails) rating the eggs?
28379,. 1 a Is tank mate ( as such another female or killie a or Cory large ) snails rating the eggs ?
28380,. 1 Is a tank mate ( such another as killie female a or Cory or snails large ) rating the ? eggs
28381,2. Have we kept up with partial water changes?
28382,. 2 Have we kept up partial with water ? changes
28383,2 . Have kept we with up partial changes water ?
28384,3. Is there too much mineral in the water?
28385,Is 3 . there too much mineral the in water ?
28386,3 Is . there too mineral in much the water ?
28387,Aplo. lineatus are wide-spread over southern India.
28388,Aplo . lineatus are - wide southern spread over India .
28389,Aplo . lineatus wide are - spread India over southern .
28390,That indicates that they thrive in different water chemistries.
28391,That indicates thrive that they different in water chemistries .
28392,Indicates that that they thrive in different water chemistries .
28393,"Still if you can get your pet shop to do a hardness or TDS (total Dissolved Solids) test, that may give you a hint."
28394,"You still if get can pet your shop do to a hardness or TDS ( Dissolved total ) Solids test , that give may you a hint ."
28395,"Still if you get can your pet shop to do a hardness TDS or total ( Dissolved Solids test ) , that may you give hint a ."
28396,"Winging it a little here, a hardness of 100 to nearly 200 PPM (parts per million) or 5.8 to 10.6 DH should be fine for gardneri."
28397,"Winging it a here little , hardness 100 a of nearly to 200 PPM parts ( million per or ) 5 . to 8 10 . DH 6 should be fine for gardneri ."
28398,"It winging a little here , a hardness of 100 to nearly PPM 200 ( parts per ) million 5 or . 8 to . 10 6 DH be fine for should gardneri ."
28399,TDS meters (the thrifty aquarist's hardness meter can be used if one has seen one of your municipal water department's annual reports.
28400,TDS meters ( thrifty aquarist the s ' hardness meter can be used one if has seen your one municipal of water department ' annual s reports .
